,log_dir,frame_per_second,policy_loss,entropy,value_loss,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,crash_sidewalk_rate,crash_vehicle_rate,idle_rate,speed_km_h,max_step_rate,success_rate,episode_reward,episode_length
0,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/train_ppo_in_single_agent_env/ppo,2374,-0.0016000640299469711,2.848549698255001,2595.4632180336193,1297.730006227738,199.4795584519704,-11.60757064819336,0.9996151473277655,40000,10,0,16.84365487098694,0.0137,0.0,0.0,0.8002496456336927,1.0,0.0,-2229.4438428878784,3000.0
1,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/train_ppo_in_single_agent_env/ppo,2712,-0.0007701923192377226,2.8214782286912965,7732.348065655048,3866.173266053811,1330.9588945144262,-33.38750457763672,1.0000522683446225,80000,20,1,29.489557027816772,0.04763333333333333,0.0,0.0,0.7701634950230934,1.0,0.0,-3991.000582885742,3000.0
2,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/train_ppo_in_single_agent_env/ppo,2687,-0.0008423182050673625,2.809890405031351,4739.038347293169,2369.5183244754107,667.4330793955387,-12.847350120544434,1.0002915317431473,120000,40,2,44.64860796928406,0.021766666666666667,0.0,0.0,0.7520380937078482,1.0,0.0,-4009.8986600875855,3000.0
3,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/train_ppo_in_single_agent_env/ppo,2708,-0.0006288133201917682,2.7492445218257413,2352.089677057511,1176.0442070789827,415.6303529085257,-2.418485164642334,0.9995549184771685,160000,50,3,59.069443225860596,0.017733333333333334,0.0,0.0,0.7213124465129459,1.0,0.0,-3713.563551826477,3000.0
4,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/train_ppo_in_single_agent_env/ppo,2742,-0.0010036949696652113,2.695604713910665,349.6438652325899,174.82092925669292,173.07461534280043,8.027960777282715,0.9998561036892426,200000,60,4,72.92026400566101,0.0025666666666666667,0.0,0.0,0.6769270099074403,1.0,0.0,-3140.4632762591045,3000.0
5,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/train_ppo_in_single_agent_env/ppo,2770,-0.0016081320433817708,2.6765215176802415,2811.230528748341,1405.6136554326768,428.7881156224471,-4.4735612869262695,1.0003702756304007,240000,80,5,86.6362361907959,0.0194,0.0,0.0,0.6652396299850557,1.0,0.0,-2782.3217090964317,3000.0
6,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/train_ppo_in_single_agent_env/ppo,2839,-0.0006040342890161973,2.6725433264023217,1281.5438513951424,640.7713238765032,235.2439428231655,2.1058647632598877,1.000177016128332,280000,90,6,98.62453603744507,0.0101,0.0,0.0,0.6530099366735068,1.0,0.0,-2595.3673750665453,3000.0
7,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/train_ppo_in_single_agent_env/ppo,2852,-0.0012128985927213367,2.6758612317916675,466.5846030840507,233.2910884725742,121.55173881604121,4.9947099685668945,1.000806629504913,320000,100,7,112.19446516036987,0.0029666666666666665,0.0,0.0,0.6241858191898798,1.0,0.0,-2406.533908481598,3000.0
8,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/train_ppo_in_single_agent_env/ppo,2825,-0.00085653922914599,2.674563342791337,1799.0650071853247,899.5316452833322,291.69751137709005,-0.8007480502128601,0.9999749223773297,360000,120,8,127.38947319984436,0.0056,0.0,0.0,0.6226207051024384,1.0,0.0,-1835.010149526596,3000.0
9,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/train_ppo_in_single_agent_env/ppo,2833,-0.0007883705624128477,2.6778947049226516,780.69115601075,390.3447916202056,195.05844787817736,2.001330852508545,0.999876150679894,400000,130,9,141.15632224082947,0.0072,0.0,0.0,0.5930818391558667,1.0,0.0,-1459.3367500305176,3000.0
