,log_dir,frame_per_second,episode_reward,total_steps,total_episodes,total_time,target_q,actor_loss,critic_loss,success_rate,current_q1,current_q2,reward
0,MetaDrive-Tut-Hard-v0,225,0.5711662169784542,1146,2,5.08017110824585,,,,0.0,,,
1,MetaDrive-Tut-Hard-v0,201,4.225547236233941,2147,3,10.679376363754272,,,,0.0,,,
2,MetaDrive-Tut-Hard-v0,233,4.96962859038498,3729,5,15.975638628005981,,,,0.0,,,
3,MetaDrive-Tut-Hard-v0,223,5.922202700240589,4730,6,21.19240689277649,,,,0.0,,,
4,MetaDrive-Tut-Hard-v0,214,6.669830811622231,5731,7,26.687055349349976,,,,0.0,,,
5,MetaDrive-Tut-Hard-v0,219,7.352639705822762,6732,8,30.62031865119934,,,,0.0,,,
6,MetaDrive-Tut-Hard-v0,229,7.658372838825459,7733,9,33.686325788497925,,,,0.0,,,
7,MetaDrive-Tut-Hard-v0,238,7.950945980307791,8734,10,36.565343141555786,,,,0.0,,,
8,MetaDrive-Tut-Hard-v0,232,8.141153849205033,9735,11,41.83461380004883,,,,0.0,,,
9,MetaDrive-Tut-Hard-v0,216,7.514093591213837,10033,12,46.36492872238159,0.013330353423953056,-0.011757380329072475,0.0011342952493578196,0.0,0.009894100949168205,0.03503981977701187,0.011425288394093513
10,MetaDrive-Tut-Hard-v0,171,-0.4893585594559517,11011,59,64.26277303695679,0.019252309575676918,-0.009681560099124908,0.39288902282714844,0.0,0.013162810355424881,0.012600628659129143,-0.015536745078861713
11,MetaDrive-Tut-Hard-v0,164,-0.5044003290027985,12012,60,73.21849536895752,-0.007442343980073929,,0.6980044841766357,0.0,0.03664901852607727,0.0272720567882061,-0.05633300542831421
12,MetaDrive-Tut-Hard-v0,151,-1.3383833162532706,13010,83,85.98960447311401,0.045870255678892136,,0.1679440438747406,0.0,0.011696056462824345,0.008072113618254662,-0.0020215213298797607
13,MetaDrive-Tut-Hard-v0,143,-1.8165819229556348,14064,104,97.71902060508728,0.05861587077379227,,0.2992824614048004,0.0,0.10821975022554398,0.09606801718473434,-0.013984492048621178
14,MetaDrive-Tut-Hard-v0,138,-2.6710748423148294,15083,114,108.743581533432,0.05415676534175873,-0.04845196753740311,0.3222328722476959,0.0,0.004021874628961086,0.00918083731085062,-0.011275896802544594
15,MetaDrive-Tut-Hard-v0,132,-2.3335772635915735,16406,120,123.84566235542297,0.0919884592294693,,0.22079172730445862,0.0,0.10671577602624893,0.10837210714817047,-0.016281673684716225
16,MetaDrive-Tut-Hard-v0,127,-2.224585060355997,17511,123,136.87964296340942,0.11789152026176453,-0.11512855440378189,0.16017967462539673,0.0,0.09734600782394409,0.11316410452127457,-0.014833394438028336
17,MetaDrive-Tut-Hard-v0,126,-2.039205814016739,18033,124,142.7651870250702,0.18639406561851501,-0.22302982211112976,0.019917519763112068,0.0,0.17759668827056885,0.1832980513572693,0.03463432937860489
18,MetaDrive-Tut-Hard-v0,123,-1.3062682244223616,19104,126,154.2083876132965,0.3074924945831299,,0.0099595095962286,0.0,0.30557429790496826,0.2995041310787201,0.02459307387471199
19,MetaDrive-Tut-Hard-v0,119,1.4163171807707646,20368,129,169.77575755119324,0.2827092111110687,,0.14147356152534485,0.0,0.34254181385040283,0.35161855816841125,-0.030476629734039307
20,MetaDrive-Tut-Hard-v0,116,6.007091623637755,21284,131,182.36779189109802,0.4539772868156433,,0.032074619084596634,0.0,0.4535177946090698,0.3963839113712311,0.024828746914863586
21,MetaDrive-Tut-Hard-v0,114,11.662612054234835,22088,135,193.60658526420593,0.7900978922843933,,0.13739433884620667,0.0,0.7454688549041748,0.7786870002746582,0.06472969055175781
