,log_dir,frame_per_second,policy_loss,entropy,value_loss,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,crash_sidewalk_rate,crash_vehicle_rate,idle_rate,speed_km_h,max_step_rate,success_rate,episode_reward,episode_length
0,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/data/chrispark_ppo_agent_v2_enhanced2_multi/ppo,838,0.050779080827189134,-4.073608909203456,75258.84225886418,37629.47192914914,672773.9694260817,-291.4608459472656,0.7717545571617591,40000,32,0,47.70518398284912,0.019,0.12243333333333334,3.3333333333333335e-05,68.84979386509166,0.0,0.84375,8915.134010392248,1048.65625
1,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/data/chrispark_ppo_agent_v2_enhanced2_multi/ppo,821,0.001293574818947281,-3.5807141377375675,46480.931497896636,23240.466958070414,266449.78989383014,-227.77325439453125,0.979346772034963,80000,81,1,97.37295198440552,0.0662,0.1459,0.0006,60.85752436470367,0.0,0.6049382716049383,6996.688538852619,943.6296296296297
2,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/data/chrispark_ppo_agent_v2_enhanced2_multi/ppo,852,0.05596770142654303,-2.4479403141217353,13384.764053422978,6692.437981551733,105254.18291516426,-173.1133575439453,0.7093322613873543,120000,124,2,140.70241808891296,0.08996666666666667,0.176,0.0005666666666666667,54.577876307960416,0.01,0.43,5289.215890264655,885.83
3,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/data/chrispark_ppo_agent_v2_enhanced2_multi/ppo,865,0.001571137022274809,-2.6616576281877666,8629.49732415615,4314.750230212089,69886.2729692508,-154.3516082763672,1.0015528106154539,160000,168,3,184.82666492462158,0.08766666666666667,0.08843333333333334,0.0004333333333333333,54.34658563696215,0.01,0.36,4792.28115770151,888.04
4,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/data/chrispark_ppo_agent_v2_enhanced2_multi/ppo,856,0.001382727104310806,-1.5127529632204617,6253.258544765375,3126.63065240322,36292.278459910856,-110.18468475341797,0.9970749923816093,200000,209,4,233.58690690994263,0.13253333333333334,0.2847,0.0006666666666666666,40.5436810010269,0.02,0.28,3901.849743055781,882.55
5,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/data/chrispark_ppo_agent_v2_enhanced2_multi/ppo,828,0.003687913766435276,-2.5065034044094574,3853.4090537046773,1926.7082177969125,24309.77541065705,-104.61024475097656,0.9987465669711431,240000,259,5,289.6707589626312,0.11946666666666667,0.1139,0.0006,54.168815416577274,0.03,0.27,3415.759827219703,886.93
6,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/data/chrispark_ppo_agent_v2_enhanced2_multi/ppo,822,0.0021501878269751056,-2.603548944913424,2001.2842730399889,1000.6442894177559,15351.868408829127,-83.64586639404297,0.999480572495705,280000,300,6,340.43386912345886,0.09466666666666666,0.13756666666666667,0.0006,52.69212834806465,0.03,0.33,3811.6409549054783,914.44
7,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/data/chrispark_ppo_agent_v2_enhanced2_multi/ppo,818,0.001176611379905341,-2.702120654246746,1571.3129524817834,785.6576517154009,11936.44494143755,-73.66097259521484,1.0004332837003929,320000,349,7,390.97955894470215,0.11056666666666666,0.083,0.0007,55.53918904766265,0.01,0.31,4295.475608553107,871.71
8,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/data/chrispark_ppo_agent_v2_enhanced2_multi/ppo,813,0.0022264162587443703,-2.509325619538625,1555.4399212959486,777.7221880203639,11137.876552170974,-56.90975570678711,0.9966109053828778,360000,396,8,442.79443407058716,0.13076666666666667,0.13366666666666666,0.0005666666666666667,54.05047752704514,0.01,0.3,4258.051460822857,859.62
9,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/data/chrispark_ppo_agent_v2_enhanced2_multi/ppo,815,0.0001916317388606377,-2.3262883855746344,785.8142610403207,392.907322262495,6654.115289306641,-42.46937561035156,0.9980129696619816,400000,437,9,490.2806179523468,0.102,0.19486666666666666,0.0006,49.990862243363786,0.02,0.29,3785.138433096373,891.39
10,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/data/chrispark_ppo_agent_v2_enhanced2_multi/ppo,821,0.0006724754828983583,-2.3559314514581975,669.7885034218813,334.8949239486303,6202.273047657502,-39.99958038330078,0.9969699092018298,440000,480,10,535.7845900058746,0.0865,0.1608,0.00046666666666666666,53.16108020708984,0.02,0.32,4392.713136095731,929.52
11,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/data/chrispark_ppo_agent_v2_enhanced2_multi/ppo,819,0.001339809812951642,-2.441840942853536,533.2850339351556,266.64385715386805,4709.569766235351,-31.549962997436523,0.9972856448246883,480000,531,11,585.9832520484924,0.1017,0.13563333333333333,0.0008666666666666666,54.82890237134181,0.03,0.33,4202.746126945165,911.13
12,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/data/chrispark_ppo_agent_v2_enhanced2_multi/ppo,818,0.0059741740938102925,-2.512128343796119,450.47732960627627,225.24463900052584,4222.4878793569715,-27.545969009399414,0.9810452718001146,520000,579,12,635.0710570812225,0.0904,0.1163,0.0005666666666666667,55.60450487447012,0.02,0.31,3831.9445072183858,842.87
13,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/data/chrispark_ppo_agent_v2_enhanced2_multi/ppo,815,0.007182044429832902,-2.447650827658482,358.6122188665928,179.3132914274167,3202.2511724618766,-18.968137741088867,0.9823610474665959,560000,622,13,686.442596912384,0.09536666666666667,0.20793333333333333,0.0006333333333333333,48.87362463280201,0.01,0.33,4084.8227820893994,806.02
14,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/data/chrispark_ppo_agent_v2_enhanced2_multi/ppo,813,-0.00230637980857864,-2.346322766175637,344.4854491404998,172.24041828742395,2967.5038767105493,-17.314685821533203,0.999204986446943,600000,672,14,737.6922099590302,0.11753333333333334,0.15946666666666667,0.0007666666666666667,53.009460939100215,0.02,0.33,3953.794219121345,840.11
15,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/data/chrispark_ppo_agent_v2_enhanced2_multi/ppo,810,-0.0018094120647173184,-2.3594357065665417,262.234440329136,131.115410838983,2486.144348105406,-15.559144020080566,0.9984877278789496,640000,718,15,789.8000719547272,0.08373333333333334,0.1325,0.0005666666666666667,56.43973531214645,0.01,0.36,4430.3042694609085,876.11
16,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/data/chrispark_ppo_agent_v2_enhanced2_multi/ppo,806,0.001047195809541079,-2.457523071918732,234.49617741902668,117.2491358879285,2208.890356210562,-12.020928382873535,0.9981777239686404,680000,770,16,843.0966370105743,0.08946666666666667,0.1418,0.0008,55.16256721696626,0.0,0.33,4334.530768049699,837.04
17,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/data/chrispark_ppo_agent_v2_enhanced2_multi/ppo,805,-0.00037031714574624905,-2.590215460306559,205.9351454954881,102.96720240421784,1879.0116011008238,-11.811180114746094,0.9983522423566916,720000,816,17,893.4979920387268,0.08446666666666666,0.08323333333333334,0.0005666666666666667,59.902759789710665,0.0,0.35,4678.50243047913,827.91
18,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/data/chrispark_ppo_agent_v2_enhanced2_multi/ppo,805,-0.0001046456107780194,-2.5564380648808602,191.0110539656419,95.5054221373338,1845.7557960705878,-10.491238594055176,0.9981331819525132,760000,861,18,943.9869709014893,0.07706666666666667,0.09356666666666667,0.0007666666666666667,57.070450409007215,0.0,0.4,5329.409928956368,862.42
19,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/data/chrispark_ppo_agent_v2_enhanced2_multi/ppo,803,-0.0005636820954700502,-2.625521807640027,173.54541335961758,86.77214289445143,1723.015049411089,-8.311284065246582,1.0000489141696538,800000,908,19,995.2445919513702,0.060366666666666666,0.08706666666666667,0.00046666666666666666,61.13735847326888,0.0,0.41,5428.523510854519,860.56
20,/Users/cjpark/Desktop/ucla_courses/cs260r/assignment4/data/chrispark_ppo_agent_v2_enhanced2_multi/ppo,803,-0.0010658508327861245,-2.6079858498695567,155.50723782074758,77.75255312063756,1575.4292458558693,-4.289149284362793,1.0004283912288836,840000,951,20,1045.7862360477448,0.082,0.217,0.0004333333333333333,48.656772309042346,0.01,0.42,5075.093881467365,851.98
