,log_dir,frame_per_second,episode_reward,policy_loss,entropy,value_loss,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,success_rate
18,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1631,143.0191058695467,-0.0009306005906695739,1.4501875739831191,76.62078716571514,76.61985675616143,282.40957969274274,2.720193862915039,1.000274268251199,380000,1286,18,232.92111587524414,0.03
19,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1616,153.30313111906275,-0.0010634073104040746,1.4355172175627489,80.49821754357754,80.49715416737092,301.82062433682955,2.562020778656006,1.0002730021874109,400000,1386,19,247.46184015274048,0.03
20,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1606,153.73251694268313,-0.0004977795671528348,1.3324153184890748,85.75600893069536,85.75551141592173,350.2290224222036,2.3853492736816406,1.0001265502893009,420000,1495,20,261.4950430393219,0.03
21,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1594,139.57245823497067,0.0004351376170793978,1.3408186009297005,83.99569465930645,83.99612996517084,383.71239690536106,1.0883671045303345,0.9999736986099146,440000,1612,21,275.90724420547485,0.02
22,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1590,141.31824362328743,-0.0016552911665386114,1.346433294736422,99.72103894062532,99.71938353807498,434.7992238167005,0.8545960187911987,0.9996772357286551,460000,1723,22,289.2299311161041,0.04
23,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1584,145.8308065758325,-0.0006776820384682371,1.2988515227268904,113.84342239575508,113.84274473923904,523.5744483654315,0.22306662797927856,1.0003315028471824,480000,1832,23,302.91841411590576,0.04
24,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1579,147.68587704717848,0.0004183655325621844,1.251348742766258,106.53016381385999,106.53058173350799,520.0008354578263,0.36863377690315247,1.000039703035966,500000,1944,24,316.5774049758911,0.04
25,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1575,169.9349907574902,0.0033152123229602017,1.2652931873614972,87.35650418110383,87.35981945135654,533.3565318572215,1.4404265880584717,1.0004810019945487,520000,2045,25,330.1108648777008,0.09
26,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1569,153.4736818669677,0.000733197044628935,1.1961474120616913,105.14644451630421,105.1471778478378,525.3457237048027,0.622022271156311,0.999188997500982,540000,2157,26,344.16432309150696,0.04
27,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1562,164.71871979367222,0.0007185171435897549,1.2468459320374023,89.21423397064208,89.21495233193421,564.4221186124362,0.6374221444129944,0.9994610076531386,560000,2259,27,358.31610918045044,0.05
28,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1559,147.23985754620847,0.0015011132217179505,1.1884808453229758,96.2654182825333,96.2669193756886,594.3675496810522,-0.24733147025108337,1.0002146171453672,580000,2374,28,371.93184518814087,0.02
29,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1555,166.02918961105635,0.0005534570640287338,1.2171128650506338,101.22498819889167,101.22554123707307,629.1832784408178,0.395664781332016,0.9997130288527563,600000,2479,29,385.7966949939728,0.11
30,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1551,178.42566215901041,-0.0013644973335501093,1.2043158282072117,81.84403275709886,81.8426684942001,601.4294513408954,1.0822118520736694,1.0001811050451719,620000,2579,30,399.5634081363678,0.1
31,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1547,162.59535047885302,0.0015548341412049455,1.1386082274791522,93.17940047826522,93.18095526572985,732.9429775140225,0.29769647121429443,0.9993127167224884,640000,2688,31,413.58596205711365,0.06
32,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1544,173.0901194659515,0.000521482585165172,1.1904487119271205,86.28076434502235,86.2812859364045,761.9825909345578,0.7133047580718994,1.000390350818634,660000,2793,32,427.3310761451721,0.12
33,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1542,155.52179337842162,-0.0017497883966335883,1.178935398046787,93.20184517884866,93.20009545546311,784.125879082313,-0.17592626810073853,0.9998787088271899,680000,2901,33,440.7498822212219,0.09
34,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1538,191.4186453870665,-0.0005729663403680883,1.2341074015849676,83.85643725762,83.85586451995067,767.9491792336488,0.6214339733123779,0.9999841310274906,700000,2996,34,454.90211725234985,0.17
35,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1534,202.36350982902903,0.005041854355173806,1.260435790893359,85.13013252356113,85.13517425243671,781.8069854736328,0.8873611092567444,0.9999689754003134,720000,3079,35,469.06161999702454,0.17
36,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1531,198.62028645177733,-0.0006337727748382932,1.2133638655528045,85.04710498222938,85.04647086705917,763.9044712360088,0.26906752586364746,1.0002528660572492,740000,3170,36,483.1911880970001,0.09
37,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1527,174.8186802656736,-0.0009422312293631526,1.1311002751191457,90.78071374648657,90.77977155049642,771.5571258936172,0.39901039004325867,0.9991567445871158,760000,3266,37,497.5289590358734,0.11
38,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1523,173.68124984065093,-0.0010570364754993278,1.050553230368174,89.26004708607992,89.2589898769672,895.7039303119366,0.054805394262075424,1.0000618691627796,780000,3370,38,512.1059589385986,0.12
39,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1519,198.27383301261406,-0.00030094602888521666,1.1547964186240465,79.79092741257105,79.79062693180182,819.2622023753631,0.6780775785446167,0.999811404179304,800000,3456,39,526.6459369659424,0.18
40,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1513,201.0660223388743,-6.931110894164214e-05,1.1018281274881119,77.61497701498179,77.61490766085112,886.7622797452486,0.9766714572906494,0.9987762187535946,820000,3548,40,541.8319780826569,0.19
41,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1510,208.14891627112968,0.0014262663218407676,1.1306717141316487,79.92699490571633,79.92842102050781,935.9955893883339,0.6424581408500671,1.0005423037669599,840000,3633,41,556.0760099887848,0.27
42,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1507,225.63453711190752,-0.0009726668985632176,1.1719815934315705,73.93649857838949,73.93552616804074,849.2824619782276,0.9800093770027161,0.9994980300084139,860000,3709,42,570.6141800880432,0.24
43,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1504,218.3966251967624,0.0010419281223454536,1.1233031407380716,86.12941785959097,86.1304597169925,1008.0826225867638,0.1343272626399994,1.000025980365582,880000,3796,43,585.049241065979,0.23
44,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1502,200.71475099951624,0.0005575252959552484,1.1568287091377454,77.63690960223857,77.63746716425969,1048.7626419849885,-0.17810796201229095,0.9994087550884638,900000,3877,44,598.8725759983063,0.22
45,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1501,209.14106155590449,-0.0007565446368132074,1.135467398319489,90.12477865463649,90.1240221219185,1044.2140541663537,-0.10873743891716003,1.0001721097872807,920000,3963,45,612.7306320667267,0.22
46,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1500,204.2562201823073,-0.00030545304732349437,1.0879374026488036,82.2817981377626,82.28149275168394,1045.0261533297025,0.2649701237678528,0.9995531844787109,940000,4048,46,626.6438479423523,0.21
47,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1497,215.0620357128254,0.00010222392276120492,1.0998831126934443,78.97168580568754,78.9717879808866,1107.607689021184,0.22589057683944702,1.0000724249925368,960000,4129,47,640.885260105133,0.3
48,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1495,223.60064362319994,-0.0021848005493386433,1.0979588279357324,80.49374923706054,80.49156476045266,1067.5631877410106,0.8146718740463257,1.0008182394198881,980000,4204,48,655.2004461288452,0.27
49,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1494,226.0732733022229,-0.0009677608906386945,1.1222556072932024,81.60481300354004,81.60384538112542,1073.6324725811298,0.5993848443031311,0.9993619373975656,1000000,4280,49,669.1666181087494,0.29
50,/Users/cjpark/Desktop/ucla_courses/CS260R/assignment3/MetaDrive-Tut-Hard-v0/ppo,1492,242.92052289474992,0.00018376231742784,1.1635772510980948,74.48264352847369,74.48282712789683,1099.9245443882087,0.017008772119879723,1.0005601885227056,1020000,4350,50,683.4470241069794,0.35
